token	normalised
dieꝝ	dierum
meoꝝ	meorum
in	in
gñacione	generacione
⁊	et
geñacionem	generacionem
anni	anni
tui	tui
Inicio	Inicio
tu	tu
dñe	domine
t̃ram	terram
fundasti	fundasti
⁊	et
oꝑa	opera
manuũ	manuum
tuaꝝ	tuarum

anni	anni
tui	tui
non	non
deficient	deficient
Filii	Filii
seruoꝝ	seruorum
tuoꝝ	tuorum
h̃itabunt	habitabunt
⁊	et
semen	semen
eoꝝ	eorum
in	in
scl̃m	seculum
dirigetur	dirigetur
ps̃	psalmus
ip̃i	ipsi
d̃d	dauid
Benedic	Benedic
aĩa	anima
mea	mea
dño	domino
⁊	et
õia	omnia
que	que
intra	intra

me	me
sunt	sunt
nõi	nomini
sc̃o	sancto
eius	eius
Benedic	Benedic
aĩa	anima
mea	mea
domino	domino
⁊	et
noli	noli
obliuisci	obliuisci
ões	omnes
retribuciones	retribuciones
eius	eius
qQui	qQui
ꝓpiciatur	propiciatur
õibus	omnibus
iniquitatib	iniquitatibus
tuis	tuis
qui	qui
sanat	sanat
om̃s	omnes
infirmitates	infirmitates
tuas	tuas

Qui	Qui
redimit	redimit
de	de
interitu	interitu
uitã	uitam
tuam	tuam
qui	qui
coronat	coronat
te	te
mĩa	misericordia
⁊	et
miseracionib	miseracionibus
Qui	Qui
replet	replet
in	in
bonis	bonis
desiderium	desiderium
tuum	tuum
renouabitur	renouabitur
ut	ut
aquile	aquile
iuuentus	iuuentus
tua	tua
Faciens	Faciens
misericordias	misericordias

dñs	dominus
⁊	et
iudicium	iudicium
õib	omnibus
ĩiuriam	iniuriam
pacientib	pacientibus
Notas	Notas
fecit	fecit
uias	uias
suas	suas
moysi	moysi
filiis	filiis
isr̃l	israhel
uoluntates	uoluntates
suas	suas
a	a
Miserator	Miserator
⁊	et
misericors	misericors
dñs	dominus
longanimis	longanimis
⁊	et
multum	multum
misericors	misericors
Non	Non

in	in
ꝑpetuum	perpetuum
irascetur	irascetur
n	neque
ĩ	in
et̃num	eternum
ꝯminabitur	comminabitur
Non	Non
scd̃m	secundum
peccata	peccata
nr̃a	nostra
fecit	fecit
nob̃	nobis
n	neque
scd̃m	secundum
iniquitates	iniquitates
nr̃as	nostras
retribuit	retribuit
nob̃	nobis
Q̃m	Quoniam
scd̃m	secundum
altitudinẽ	altitudinem
celi	celi
a	a
terra	terra

corroborauit	corroborauit
mĩam	misericordiam
suam	suam
suꝑ	super
timentes	timentes
se	se
Quantũ	Quantum
distat	distat
ort᷒	ortus
ab	ab
occidente	occidente
longe	longe
fecit	fecit
a	a
nob̃	nobis
iniquitates	iniquitates
nr̃as	nostras
Quomͦ	Quomodo
miseretur	miseretur
pat̃	pater
filioꝝ	filiorum
misertus	misertus
est	est
dñs	dominus
timentib	timentibus

se	se
qm̃	quoniam
ip̃e	ipse
cognouit	cognouit
figm̃tum	figmentum
nr̃m	nostrum
Recordatus	Recordatus
est	est
qm̃	quoniam
puluis	puluis
sumus	sumus
h̃o	homo
sicut	sicut
fenum	fenum
dies	dies
eius	eius
tamꝙͣ	tamquam
flos	flos
agri	agri
sic	sic
efflorebit	efflorebit
Q̃m	Quoniam
sp̃s	spiritus
ꝑtransibit	pertransibit
in	in

filios	filios
filioꝝ	filiorum
hiis	hiis
qui	qui
seruant	seruant
testam̃tum	testamentum
eius	eius
Et	Et
memores	memores
s̃t	sunt
Cantate	Cantate
dño	domino
canticũ	canticum
nouũ	nouum
qͥa	quia
mirabilia	mirabilia
fec̃	fecit
Saluauit	Saluauit
sibi	sibi
dext͛a	dextera
eius	eius
et	et
brachiũ	brachium
sc̃m	sanctum
eius	eius

Notũ	Notum
fecit	fecit
dñs	dominus
salutare	salutare
suũ	suum
in	in
ꝯspectu	conspectu
gentiũ	gentium
reuelauit	reuelauit
iusticiã	iusticiam
suam	suam
Recordatus	Recordatus
ẽ	est
mĩe	misericordie
sue	sue
et	et
ueritati	ueritati
sue	sue
domui	domui
isr̃l	israhel
Viderũt	Viderunt
õs	omnes
t̃mini	termini
terre	terre
salutare	salutare

tube	tube
cornee	cornee
Iubilate	Iubilate
in	in
ꝯspectu	conspectu
regis	regis
dñi	domini
moueatur	moueatur
mare	mare
	et
plenitudo	plenitudo
orbis	orbis
terraꝝ	terrarum
et	et
qui	qui
habitant	habitant
in	in
eo	eo
Flumina	Flumina
plaudent	plaudent
man᷒	manus
siml̃	simul
montes	montes
exultabunt	exultabunt
a	a

ꝯspectu	conspectu
domini	domini
qm̃	quoniam
uenit	uenit
iudicare	iudicare
t̃ram	terram
Iudicabit	Iudicabit
orbẽ	orbem
terraꝝ	terrarum
in	in
iusticia	iusticia
et	et
ppl̃os	populos
in	in
equitate	equitate
XCVIII	XCVIII
ps̃	psalmus
dauid	dauid
Dñs	Dominus
regnauit	regnauit
irascant᷑	irascantur
ppl̃i	populi
qui	qui
sedes	sedes
suꝑ	super

cherubin	cherubin
moueatur	moueatur
terra	terra
Dñs	Dominus
in	in
syon	syon
magnus	magnus
et	et
excelsus	excelsus
suꝑ	super
omnes	omnes
ppl̃os	populos
Confiteantur	Confiteantur
nomini	nomini
tuo	tuo
magno	magno
qm̃	quoniam
terribile	terribile
	et
sc̃m	sanctum
ẽ	est
et	et
honor	honor
regis	regis
iuditiũ	iuditium

diligit	diligit
Tu	Tu
parasti	parasti
directõnes	directiones
iuditium	iuditium
et	et
iusticiã	iusticiam
in	in
iacob	iacob
tu	tu
fecisti	fecisti
Exaltate	Exaltate
dñm	dominum
deũ	deum
nostrũ	nostrum
et	et
adorate	adorate
scabellum	scabellum
pedũ	pedum
eius	eius
qm̃	quoniam
sc̃m	sanctum
est	est
Moyses	Moyses
	et

aaron	aaron
in	in
sacerdotib	sacerdotibus
ei᷒	eius
et	et
samuhel	samuhel
int̃	inter
eos	eos
qui	qui
inuocant	inuocant
nom̃	nomen
eius	eius
Inuocabant	Inuocabant
dñm	dominum
et	et
ip̃e	ipse
exaudiebat	exaudiebat
eos	eos
in	in
colũpna	columpna
nub̃	nubis
loq̃batur	loquebatur
ad	ad
eos	eos
Custodiebant	Custodiebant

testimonia	testimonia
eius	eius
et	et
ceptũ	preceptum
q̃d	quod
dedit	dedit
illis	illis
Dñe	Domine
deus	deus
nr̃	noster
tu	tu
exaudiebas	exaudiebas
eos	eos
deus	deus
tu	tu
ꝓpitius	propitius
fuisti	fuisti
eis	eis
et	et
ulciscens	ulciscens
in	in
omnes	omnes
adinuentõnes	adinuentiones
eoꝝ	eorum
Exaltate	Exaltate

dominũ	dominum
deũ	deum
nr̃m	nostrum
et	et
adorate	adorate
in	in
mõte	monte
sc̃o	sancto
eius	eius
qm̃	quoniam
sc̃s	sanctus
dñs	dominus
deus	deus
nr̃	noster
XXIX	XXIX
ps̃	psalmus
d̃d	dauid
in	in
ꝯfessione	confessione
IVbilate	IVbilate
dño	domino
õis	omnis
terra	terra
seruite	seruite
dño	domino

in	in
leticia	leticia
Introite	Introite
in	in
ꝯspectu	conspectu
eius	eius
in	in
exultatõne	exultatione
Scitote	Scitote
qm̃	quoniam
dñs	dominus
ip̃e	ipse
est	est
deus	deus
ip̃e	ipse
fecit	fecit
nos	nos
	et
ñ	non
ip̃i	ipsi
nos	nos
Populus	Populus
eius	eius
	et
oues	oues

pascue	pascue
introite	introite
portas	portas
eius	eius
in	in
ꝯfessione	confessione
atria	atria
eius	eius
in	in
hymnis	hymnis
ꝯfitemini	confitemini
illi	illi
Laudate	Laudate
nom̃	nomen
eius	eius
qm̃	quoniam
suauis	suauis
est	est
dñs	dominus
in	in
eternũ	eternum
mĩa	misericordia
eius	eius
et	et
usq	usque

in	in
generatõnẽ	generationem
et	et
generationẽ	generationem
ueritas	ueritas
eius	eius
C	C
psalmus	psalmus
dauid	dauid
Miscd̃iam	Misericordiam
	et
iuditiũ	iuditium
cantabo	cantabo
tibi	tibi
dñe	domine
psallam	psallam
	et
intelligam	intelligam
in	in
uia	uia
ĩmacl̃ata	inmaculata
quando	quando
uenies	uenies
ad	ad
me	me

Perambulabam	Perambulabam
in	in
innocentia	innocentia
cordis	cordis
mei	mei
in	in
medio	medio
domus	domus
mee	mee
Non	Non
ꝓponebam	proponebam
ante	ante
oculos	oculos
meos	meos
rem	rem
iniustã	iniustam
facientes	facientes
uaricationes	preuaricationes
odiui	odiui
Non	Non
adhesit	adhesit
michi	michi
cor	cor
prauũ	prauum
declinantẽ	declinantem

a	a
me	me
malignũ	malignum
ñ	non
cognoscebã	cognoscebam
Detrahentẽ	Detrahentem
secreto	secreto
ꝓximo	proximo
suo	suo
hunc	hunc
ꝑseq̃bar	persequebar
Suꝑbo	Superbo
ocl̃o	oculo
	et
insaciabili	insaciabili
corde	corde
cũ	cum
hoc	hoc
ñ	non
edebã	edebam
Oculi	Oculi
mei	mei
ad	ad
fideles	fideles
t͛re	terre

ut	ut
sedeant	sedeant
mecũ	mecum
ambulans	ambulans
in	in
uia	uia
ĩmacl̃ata	inmaculata
hic	hic
michi	michi
ministrabat	ministrabat
Non	Non
habitabit	habitabit
in	in
medio	medio
domus	domus
mee	mee
qui	qui
facit	facit
suꝑbiã	superbiam
qui	qui
loquitur	loquitur
iniqua	iniqua
ñ	non
direxit	direxit
in	in

cõspectu	conspectu
ocl̃oꝝ	oculorum
meoꝝ	meorum
In	In
matutino	matutino
int͛ficiebã	interficiebam
õs	omnes
pcc̃ores	peccatores
terre	terre
ut	ut
disꝑd͛em	disperderem
de	de
ciuitate	ciuitate
dñi	domini
om̃s	omnes
oꝑantes	operantes
iniquitatẽ	iniquitatem
CI	CI
Or̃o	Oratio
pauꝑis	pauperis
cũ	cum
anxiatus	anxiatus
fu͛it	fuerit
et	et
coram	coram

deo	deo
se	se
effuderit	effuderit
post	post
precem	precem
Dñe	Domine
exaudi	exaudi
or̃onem	orationem
meam	meam
et	et
clamor	clamor
meus	meus
ad	ad
te	te
ueniat	ueniat
Non	Non
au͛tas	auertas
faciẽ	faciem
tuã	tuam
a	a
me	me
in	in
quacũq	quacumque
die	die
tribulor	tribulor

inclina	inclina
ad	ad
me	me
aurẽ	aurem
tuã	tuam
In	In
quacũq	quacumque
die	die
inuocauero	inuocauero
te	te
uelocit͛	uelociter
exaudi	exaudi
me	me
Quia	Quia
defecer̃t	defecerunt
sic̃	sicut
fumus	fumus
dies	dies
mei	mei
et	et
ossa	ossa
mea	mea
sic̃	sicut
cremiũ	cremium
aruer̃t	aruerunt

Percussus	Percussus
sũ	sum
ut	ut
fenũ	fenum
	et
aruit	aruit
cor	cor
meũ	meum
quia	quia
oblitus	oblitus
sũ	sum
comed͛e	comedere
panẽ	panem
meũ	meum
A	A
uoce	uoce
gemitus	gemitus
mei	mei
adhesit	adhesit
os	os
meũ	meum
carni	carni
mee	mee
Simil̃	Similis
fc̃s	factus

sũ	sum
pellicano	pellicano
solitudinis	solitudinis
fc̃s	factus
sũ	sum
sic̃	sicut
niticorax	niticorax
in	in
domicilio	domicilio
Vigilaui	Vigilaui
et	et
fc̃s	factus
sũ	sum
sic̃	sicut
passer	passer
solitarius	solitarius
in	in
tecto	tecto
Tota	Tota
die	die
exꝓbrabant	exprobrabant
michi	michi
inimici	inimici
mei	mei
et	et

qͥ	qui
laudabant	laudabant
me	me
adu͛sum	aduersum
me	me
iurabãt	iurabant
Qui	Qui
a	a
cinerẽ	cinerem
tanquã	tanquam
panẽ	panem
manducabã	manducabam
et	et
potũ	potum
meũ	meum
cũ	cum
fletu	fletu
miscebã	miscebam
A	A
facie	facie
ire	ire
indignatõnis	indignationis
tue	tue
quia	quia
eleuans	eleuans

allisisti	allisisti
me	me
Dies	Dies
mei	mei
sicut	sicut
umbra	umbra
declinauer̃t	declinauerunt
et	et
ego	ego
sic̃	sicut
fenũ	fenum
arui	arui
Tu	Tu
autẽ	autem
dñe	domine
in	in
eternũ	eternum
ꝑmanes	permanes
et	et
memoriale	memoriale
tuũ	tuum
in	in
generationẽ	generationem
	et
generatõnẽ	generationem

tuũ	tuum
dñe	domine
et	et
õs	omnes
reges	reges
t͛re	terre
gl̃am	gloriam
tuã	tuam
Quia	Quia
edificabit	edificabit
dñs	dominus
syon	syon
et	et
uidebitur	uidebitur
ĩ	in
gl̃a	gloria
sua	sua
Respex̃	Respexit
in	in
oratõnẽ	orationem
humiliũ	humilium
et	et
ñ	non
spreuit	spreuit
cem	precem

eoꝝ	eorum
Scribantur	Scribantur
hec	hec
in	in
generatõne	generatione
alt͛a	altera
et	et
ppl̃s	populus
qui	qui
creabitur	creabitur
laudabit	laudabit
dñm	dominum
Quia	Quia
ꝓspex̃	prospexit
de	de
excelso	excelso
sc̃o	sancto
suo	suo
dñs	dominus
de	de
celo	celo
in	in
terrã	terram
aspex̃	aspexit
Vt	Vt

ut	ut
seruiant	seruiant
dño	domino
Respondit	Respondit
ei	ei
in	in
uia	uia
uirtutis	uirtutis
sue	sue
paucitatẽ	paucitatem
dieꝝ	dierum
meoꝝ	meorum
nuntia	nuntia
michi	michi
Ne	Ne
reuoces	reuoces
me	me
in	in
dimidio	dimidio
dieꝝ	dierum
meoꝝ	meorum
in	in
generatõnẽ	generationem
	et
generatõnẽ	generationem

anni	anni
tui	tui
Initõ	Initio
tu	tu
dñe	domine
terrã	terram
fundasti	fundasti
et	et
oꝑa	opera
manuũ	manuum
tuaꝝ	tuarum
sunt	sunt
celi	celi
Ip̃i	Ipsi
ꝑibunt	peribunt
tu	tu
autẽ	autem
ꝑmanes	permanes
et	et
om̃s	omnes
sic̃	sicut
uestim̃tũ	uestimentum
ueterascent	ueterascent
Et	Et
sic̃	sicut

oꝑtoriũ	opertorium
mutab̃	mutabis
eos	eos
	et
mutabuntur	mutabuntur
tu	tu
autẽ	autem
idẽ	idem
ip̃e	ipse
es	es
et	et
anni	anni
tui	tui
ñ	non
deficient	deficient
Filii	Filii
seruoꝝ	seruorum
tuoꝝ	tuorum
habitabũt	habitabunt
et	et
sem̃	semen
eoꝝ	eorum
in	in
scl̃m	seculum
dirigetur	dirigetur

replet	replet
in	in
bonis	bonis
desideriũ	desiderium
tuũ	tuum
renouabitur	renouabitur
ut	ut
aquile	aquile
iuuentus	iuuentus
tua	tua
Faciens	Faciens
mĩas	misericordias
dñs	dominus
et	et
iudicium	iudicium
õib	omnibus
iniuriã	iniuriam
pacientib	pacientibus
Notas	Notas
fecit	fecit
uias	uias
suas	suas
moysi	moysi
filiis	filiis
isr̃l	israhel

uoluntates	uoluntates
suas	suas
Miserator	Miserator
	et
misericors	misericors
dñs	dominus
longanimis	longanimis
et	et
multũ	multum
misericors	misericors
Non	Non
ĩ	in
perpetuũ	perpetuum
irascetur	irascetur
neq	neque
in	in
eternũ	eternum
cõminabit᷑	comminabitur
Non	Non
scd̃m	secundum
peccata	peccata
nr̃a	nostra
fec̃	fecit
nobis	nobis
neq	neque

scd̃m	secundum
iniquitates	iniquitates
nr̃as	nostras
retribuit	retribuit
nob̃	nobis
Q̃m	Quoniam
scd̃m	secundum
altitudinem	altitudinem
celi	celi
a	a
terra	terra
corroborauit	corroborauit
mĩam	misericordiam
suam	suam
suꝑ	super
tim̃tes	timentes
se	se
Quantum	Quantum
distat	distat
ortus	ortus
ab	ab
occidente	occidente
longe	longe
fec̃	fecit
a	a

nob̃	nobis
iniquitates	iniquitates
nr̃as	nostras
Quomͦ	Quomodo
miseretur	miseretur
pat͛	pater
filioꝝ	filiorum
misertus	misertus
est	est
dñs	dominus
tim̃tib	timentibus
se	se
qm̃	quoniam
ip̃e	ipse
cognouit	cognouit
figm̃tũ	figmentum
nr̃m	nostrum
Recordatus	Recordatus
ẽ	est
quoniam	quoniam
puluis	puluis
sumus	sumus
homo	homo
sic̃	sicut
fenũ	fenum

dies	dies
eius	eius
tanquã	tanquam
flos	flos
agri	agri
si	si
efflorebit	efflorebit
Q̃m	Quoniam
sp̃s	spiritus
ꝑtͣnsibit	pertransibit
in	in
illo	illo
	et
ñ	non
subsistet	subsistet
et	et
cognoscet	cognoscet
amplius	amplius
locũ	locum
suũ	suum
Miscd̃ia	Misericordia
autẽ	autem
dñi	domini
ab	ab
et͛no	eterno

	et
usq	usque
in	in
et͛nũ	eternum
suꝑ	super
tim̃tes	timentes
eũ	eum
Et	Et
iusticia	iusticia
illius	illius
in	in
filios	filios
fili	fili
est	est
iusto	iusto
	et
rectis	rectis
corde	corde
leticia	leticia
Letamini	Letamini
iusti	iusti
in	in
domino	domino
	et
ꝯfitemini	confitemini

memorie	memorie
sc̃ificationis	sanctificationis
eius	eius
C	C
antate	antate
dño	domino
canticum	canticum
nouum	nouum
quia	quia
mirabilia	mirabilia
fecit	fecit
Saluauit	Saluauit
sibi	sibi
dext͛a	dextera
eius	eius
	et
brachium	brachium
sc̃m	sanctum
eius	eius
Notum	Notum
fecit	fecit
dominus	dominus
salutare	salutare
suum	suum
in	in

ꝯspectu	conspectu
gentium	gentium
reuelauit	reuelauit
iusticiam	iusticiam
suam	suam
Recordatus	Recordatus
est	est
mĩe	misericordie
sue	sue
	et
u͛itatis	ueritatis
sue	sue
domui	domui
isr̃l	israhel
Viderũt	Viderunt
om̃s	omnes
t͛mini	termini
t͛re	terre
salutare	salutare
d̃i	dei
nr̃i	nostri
iubilate	iubilate
dño	domino
õis	omnis
t͛ra	terra

cantate	cantate
	et
exultate	exultate
	et
psallite	psallite
Psallite	Psallite
dño	domino
in	in
cythara	cythara
ĩ	in
cythara	cythara
	et
uoce	uoce
psalmi	psalmi
ĩ	in
tubis	tubis
ductilib᷒	ductilibus
	et
uoce	uoce
tube	tube
cornee	cornee
Iubilate	Iubilate
in	in
ꝯspectu	conspectu
regis	regis

dñi	domini
moueatur	moueatur
mare	mare
	et
plenitudo	plenitudo
eius	eius
orbis	orbis
t͛ra	terra
rum	rum
	et
qui	qui
h̃itant	habitant
in	in
eo	eo
Flumina	Flumina
plaudẽt	plaudent
manu	manu
siml̃	simul
montes	montes
exultabunt	exultabunt
a	a
ꝯspectu	conspectu
dñi	domini
qm̃	quoniam
uenit	uenit

	et
excelsus	excelsus
sr̃	super
om̃s	omnes
ppl̃os	populos
Cõfiteantur	Confiteantur
nomini	nomini
tuo	tuo
magno	magno
qm̃	quoniam
t͛ribile	terribile
	et
sc̃m	sanctum
est	est
	et
honor	honor
regis	regis
iudicium	iudicium
diligit	diligit
Tu	Tu
parasti	parasti
directiones	directiones
iudicium	iudicium
	et
iusticiam	iusticiam

eos	eos
qui	qui
inuocant	inuocant
nomen	nomen
eius	eius
Inuocabant	Inuocabant
dñm	dominum
	et
ip̃e	ipse
exaudiebat	exaudiebat
eos	eos
in	in
columna	columna
nubis	nubis
loquebatur	loquebatur
ad	ad
eos	eos
Custodiebant	Custodiebant
testimonia	testimonia
eius	eius
et	et
ceptum	preceptum
q̃d	quod
dedit	dedit
illis	illis

Domine	Domine
d̃s	deus
nr̃	noster
tu	tu
exaudiebas	exaudiebas
eos	eos
d̃s	deus
tu	tu
ꝓpicius	propicius
fuisti	fuisti
eis	eis
	et
ulciscens	ulciscens
in	in
om̃s	omnes
ad	ad
inuentiones	inuentiones
eoꝝ	eorum
Exaltate	Exaltate
dñm	dominum
deum	deum
nr̃m	nostrum
	et
adorate	adorate
In	In

monte	monte
sc̃o	sancto
eius	eius
qm̃	quoniam
sc̃s	sanctus
dominus	dominus
deus	deus
nr̃	noster
Iubilate	Iubilate
dño	domino
õis	omnis
t͛ra	terra
seruite	seruite
dño	domino
in	in
leticia	leticia
Introite	Introite
in	in
ꝯspectu	conspectu
eius	eius
in	in
exultatiõe	exultatione
Scitote	Scitote
qm̃	quoniam
dñs	dominus

ip̃e	ipse
est	est
d̃s	deus
ip̃e	ipse
fecit	fecit
nos	nos
	et
ñ	non
ip̃i	ipsi
nos	nos
Populus	Populus
eius	eius
	et
oues	oues
pascue	pascue
eius	eius
introite	introite
portas	portas
eius	eius
ĩ	in
ꝯfessione	confessione
atria	atria
eius	eius
in	in
ymnis	ymnis

ꝯfitemini	confitemini
illi	illi
Laudate	Laudate
nomen	nomen
eius	eius
qm̃	quoniam
suauis	suauis
est	est
dñs	dominus
ĩ	in
et͛num	eternum
mĩa	misericordia
eius	eius
	et
usq	usque
ĩ	in
gen͛ationẽ	generationem
	et
gen͛ationẽ	generationem
u͛itas	ueritas
eius	eius
Miscd̃iam	Misericordiam
	et
iudicium	iudicium
cãtabo	cantabo

tibi	tibi
dñe	domine
psallã	psallam
	et
intelligam	intelligam
in	in
uia	uia
immaculata	immaculata
qͣndo	quando
uenies	uenies
ad	ad
me	me
Perambulabam	Perambulabam
in	in
innocẽcia	innocencia
cordis	cordis
mei	mei
in	in
medio	medio
domus	domus
mee	mee
Non	Non
ꝓponebam	proponebam
ante	ante
ocl̃os	oculos

meos	meos
rem	rem
iniustã	iniustam
facientes	facientes
uaricatiões	preuaricationes
odiui	odiui
Non	Non
adhesit	adhesit
mͥ	michi
cor	cor
prauũ	prauum
declinantem	declinantem
a	a
me	me
malignũ	malignum
ñ	non
cognoscebam	cognoscebam
Detͣhentem	Detrahentem
secreto	secreto
ꝓximo	proximo
suo	suo
hunc	hunc
perseq̃bar	persequebar
Superbo	Superbo
ocl̃o	oculo

	et
ĩsa	insa
turciabili	turciabili
corde	corde
cum	cum
hoc	hoc
ñ	non
edebam	edebam
Oculi	Oculi
mei	mei
ad	ad
fideles	fideles
t͛re	terre
ut	ut
sedeant	sedeant
mecum	mecum
ambulans	ambulans
in	in
uia	uia
ĩmaculata	inmaculata
hic	hic
mͥ	michi
ministrabat	ministrabat
Non	Non
hĩtabit	habitabit

in	in
medio	medio
domus	domus
mee	mee
qui	qui
facit	facit
sr̃biam	superbiam
qui	qui
loqͥtur	loquitur
iniqͣ	iniqua
non	non
direxit	direxit
ĩ	in
ꝯspectu	conspectu
ocl̃oꝝ	oculorum
meoꝝ	meorum
In	In
matutino	matutino
ĩt͛ficiebam	interficiebam
om̃s	omnes
pcc̃ores	peccatores
t͛re	terre
ut	ut
disperderem	disperderem
de	de

ciuitate	ciuitate
dñi	domini
om̃s	omnes
operantes	operantes
iniquitatẽ	iniquitatem
matut.	matutinum
ͦ	o
noc.	nocturno
Domine	Domine
exaudi	exaudi
or̃onem	orationem
meam	meam
	et
clamor	clamor
meus	meus
ad	ad
te	te
ueniat	ueniat
Non	Non
au͛tas	auertas
faciem	faciem
tuam	tuam
a	a
me	me
in	in

sicut	sicut
cremium	cremium
aruerunt	aruerunt
Percussus	Percussus
sum	sum
ut	ut
fenum	fenum
	et
aruit	aruit
cor	cor
meum	meum
quia	quia
oblitus	oblitus
sum	sum
comed͛e	comedere
panem	panem
meum	meum
A	A
uoce	uoce
gemitus	gemitus
mei	mei
adhesit	adhesit
os	os
meum	meum
carni	carni

mee	mee
Similis	Similis
fc̃s	factus
sum	sum
pellicano	pellicano
solitudinis	solitudinis
fc̃s	factus
sum	sum
sicut	sicut
niͨticorax	nicticorax
in	in
domicilio	domicilio
Vigilaui	Vigilaui
	et
fc̃s	factus
sum	sum
sicut	sicut
passer	passer
sollitarius	sollitarius
in	in
tecto	tecto
Tota	Tota
die	die
exꝓbrabant	exprobrabant
mͥ	michi

inimici	inimici
mei	mei
	et
qui	qui
laudabant	laudabant
me	me
adu͛sum	aduersum
me	me
iurabant	iurabant
Quia	Quia
cinerẽ	cinerem
tanqͣm	tanquam
panem	panem
manducabam	manducabam
	et
poculum	poculum
meum	meum
cum	cum
fletu	fletu
miscebam	miscebam
A	A
facie	facie
ire	ire
et	et
indignationis	indignationis

tue	tue
qͥa	quia
eleuans	eleuans
allisisti	allisisti
me	me
Dies	Dies
mei	mei
sicut	sicut
umbra	umbra
declinauer̃t	declinauerunt
	et
ego	ego
sicut	sicut
fenum	fenum
arui	arui
Tu	Tu
autem	autem
dñe	domine
in	in
et͛num	eternum
permanes	permanes
	et
memoriale	memoriale
tuum	tuum
in	in

gen͛ationẽ	generationem
	et
gen͛ationem	generationem
Tu	Tu
exsurgens	exsurgens
domine	domine
misereberis	misereberis
syon	syon
qͥa	quia
tempus	tempus
miserendi	miserendi
eius	eius
qͥa	quia
uenit	uenit
tempus	tempus
Q̃m	Quoniam
placuerunt	placuerunt
seruis	seruis
tuis	tuis
lapides	lapides
eius	eius
	et
t͛re	terre
eius	eius
miserebuntur	miserebuntur

Et	Et
timebunt	timebunt
gentes	gentes
nomen	nomen
tuum	tuum
dñe	domine
et	et
om̃s	omnes
reges	reges
t͛re	terre
gl̃am	gloriam
tuam	tuam
Qͥ	Qui
edificauit	edificauit
dñs	dominus
syon	syon
	et
uidebitur	uidebitur
in	in
gl̃ia	gloria
sua	sua
Respexit	Respexit
in	in
or̃onem	orationem
humilium	humilium

	et
ñ	non
spreuit	spreuit
precem	precem
eoꝝ	eorum
Scribantur	Scribantur
hec	hec
in	in
gen͛atione	generatione
altera	altera
	et
ppl̃s	populus
qui	qui
creabitur	creabitur
laudabit	laudabit
dñm	dominum
Qͥ	Qui
ꝓspexit	prospexit
de	de
excelso	excelso
sc̃o	sancto
suo	suo
dñs	dominus
de	de
celo	celo

in	in
t͛ram	terram
aspexit	aspexit
Vt	Vt
audiret	audiret
gemitus	gemitus
cõpeditoꝝ	conpeditorum
ut	ut
solueret	solueret
filios	filios
interemptorum	interemptorum
Vt	Vt
annuncient	annuncient
in	in
syon	syon
nomen	nomen
dñi	domini
	et
laudem	laudem
ei᷒	eius
in	in
ierl̃m	ierusalem
In	In
ꝯueniendo	conueniendo
populos	populos

in	in
unum	unum
	et
reges	reges
ut	ut
seruiant	seruiant
dño	domino
Respondit	Respondit
ei	ei
in	in
uia	uia
uirtutis	uirtutis
sue	sue
paucitatem	paucitatem
dierum	dierum
meoꝝ	meorum
nuncia	nuncia
mͥ	michi
Ne	Ne
reuoces	reuoces
me	me
in	in
dimidio	dimidio
dierum	dierum
meoꝝ	meorum

in	in
generationẽ	generationem
	et
gen͛ationem	generationem
anni	anni
tui	tui
Initio	Initio
tu	tu
dñe	domine
t͛ram	terram
fũdasti	fundasti
	et
opera	opera
manuum	manuum
tuaꝝ	tuarum
sunt	sunt
celi	celi
Ipsi	Ipsi
peribunt	peribunt
tu	tu
autem	autem
permanes	permanes
	et
om̃s	omnes
sicut	sicut

uestimentum	uestimentum
ueterascent	ueterascent
Et	Et
sicut	sicut
opertorium	opertorium
mutabis	mutabis
eos	eos
	et
mutabuntur	mutabuntur
tu	tu
autem	autem
idem	idem
ip̃e	ipse
es	es
	et
anni	anni
tui	tui
ñ	non
deficient	deficient
Filii	Filii
seruorum	seruorum
tuoꝝ	tuorum
h̃itabunt	habitabunt
	et
sem̃	semen

eoꝝ	eorum
in	in
scl̃m	seculum
dirigetur	dirigetur
Benedic	Benedic
anima	anima
mea	mea
domino	domino
	et
omnia	omnia
q̃	que
intra	intra
me	me
sunt	sunt
nomini	nomini
sc̃o	sancto
eius	eius
Benedic	Benedic
anima	anima
mea	mea
dño	domino
	et
noli	noli
obliuisci	obliuisci
om̃s	omnes

retributiones	retributiones
eius	eius
Qui	Qui
ꝓpiciatur	propiciatur
õib	omnibus
iniquitatib	iniquitatibus
tuis	tuis
qͥ	qui
sanat	sanat
om̃s	omnes
infirmitates	infirmitates
tuas	tuas
Qui	Qui
redimit	redimit
de	de
int͛itu	interitu
uitam	uitam
tuam	tuam
qui	qui
coronat	coronat
te	te
in	in
mĩa	misericordia
	et
miserationib	miserationibus

Qui	Qui
ĩ	in
bonis	bonis
replet	replet
desiderium	desiderium
tuum	tuum
renouabitur	renouabitur
ut	ut
aquile	aquile
iuuentus	iuuentus
tua	tua
Faciens	Faciens
mĩas	misericordias
dñs	dominus
	et
iudicium	iudicium
omnib	omnibus
iniuriam	iniuriam
patientib	patientibus
Notas	Notas
